frame_id,frame_zipfile_path,roi_feature_name,roi_id,roi_label,roi_label_threshold_based,video_id,video_roi_embedding_path,xmax,xmin,ymax,ymin
10.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
11.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,2e836b4a-9217-4897-9789-dd7ae37f989f_0528013306830288,"{'others': 1.0, 'angry': 0.0, 'sad': 0.0, 'blur': 0.0, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,683,528,288,133
12.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,62e46c49-e484-4ba2-a491-87c2723a25ed_0667016307290225,"{'blur': 0.98633, 'others': 0.01289, 'object': 0.00042, 'angry': 0.0002, 'sad': 0.00016, 'happy': 1e-05}",blur,20200203_2_213002.047_220001.556.mp4,,729,667,225,163
13.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,a9c807d3-08d5-4a4c-81b8-050a161a0e84_0528013306830288,"{'others': 0.99893, 'blur': 0.00071, 'sad': 0.00019, 'angry': 0.00017, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,683,528,288,133
14.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,f47b4227-b9bc-4152-b938-112ec8a2f22d_0511011606660270,"{'others': 0.99999, 'angry': 1e-05, 'sad': 0.0, 'blur': 0.0, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,666,511,270,116
15.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,79b48fc2-d50c-4f8f-a8ac-0902b7985d9e_0528011606830270,"{'others': 1.0, 'angry': 0.0, 'blur': 0.0, 'sad': 0.0, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,683,528,270,116
16.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,313fd76d-89af-491a-9796-8b3d71b6c90c_0511011606660270,"{'others': 0.99977, 'sad': 0.00021, 'angry': 2e-05, 'blur': 0.0, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,666,511,270,116
17.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,420a0c2b-34b3-4f99-b378-a10199627dca_0562013307170288,"{'others': 0.99985, 'sad': 9e-05, 'angry': 3e-05, 'blur': 3e-05, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,717,562,288,133
18.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,ee7a09a6-7ff4-4c67-bc19-36cdea3f01fb_0528009806830253,"{'others': 0.99432, 'sad': 0.00559, 'angry': 8e-05, 'blur': 1e-05, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,683,528,253,98
19.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
20.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
21.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,ea4ee669-b9ae-4b01-92c0-983bc2e3b502_0646017109140439,"{'others': 0.99337, 'sad': 0.00447, 'angry': 0.00119, 'blur': 0.00088, 'happy': 6e-05, 'object': 3e-05}",others,20200203_2_213002.047_220001.556.mp4,,914,646,439,171
22.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,acf53fab-3ba3-4715-85b0-15ad1dea0f64_0633017009540491,"{'sad': 0.7695, 'others': 0.22585, 'angry': 0.00246, 'blur': 0.00156, 'object': 0.00035, 'happy': 0.00029}",sad,20200203_2_213002.047_220001.556.mp4,,954,633,491,170
23.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
24.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,5a758bb0-c98d-4577-ae0e-13bde4ac6863_0633017009540491,"{'sad': 0.69322, 'others': 0.29309, 'blur': 0.00679, 'angry': 0.00516, 'object': 0.00116, 'happy': 0.00058}",sad,20200203_2_213002.047_220001.556.mp4,,954,633,491,170
25.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,daa2ed58-4cc7-4fec-a450-88224f107c81_0633017009540491,"{'others': 0.69, 'sad': 0.28699, 'angry': 0.01042, 'blur': 0.00902, 'object': 0.00216, 'happy': 0.00139}",others,20200203_2_213002.047_220001.556.mp4,,954,633,491,170
26.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,f4bee519-32dd-4b29-9eef-719b410b36bd_0633017009540491,"{'others': 0.96949, 'sad': 0.029, 'angry': 0.00109, 'blur': 0.0003, 'happy': 9e-05, 'object': 3e-05}",others,20200203_2_213002.047_220001.556.mp4,,954,633,491,170
27.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,873a52d5-b269-4b7f-bf40-ad68f90b7d55_0633017009540491,"{'sad': 0.9296, 'others': 0.06459, 'angry': 0.00277, 'blur': 0.00142, 'object': 0.00097, 'happy': 0.00066}",sad,20200203_2_213002.047_220001.556.mp4,,954,633,491,170
28.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
29.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
30.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
31.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
32.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
33.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
34.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
35.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,01fef941-f437-4609-880a-59df9d1a2375_0245009207070554,"{'sad': 0.99999, 'others': 0.0, 'angry': 0.0, 'object': 0.0, 'happy': 0.0, 'blur': 0.0}",sad,20200203_2_213002.047_220001.556.mp4,,707,245,554,92
36.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,a6f5bde5-227f-44f4-aa36-876e228eb348_0553004010160502,"{'others': 0.87435, 'angry': 0.12513, 'sad': 0.00046, 'happy': 3e-05, 'blur': 2e-05, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,1016,553,502,40
37.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,da660adb-5ea0-4994-b650-81592df2a22d_0171004907260603,"{'sad': 1.0, 'others': 0.0, 'angry': 0.0, 'object': 0.0, 'happy': 0.0, 'blur': 0.0}",sad,20200203_2_213002.047_220001.556.mp4,,726,171,603,49
38.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,13400e87-f25f-4088-9e4f-a9b99c9308b9_0132000007980650,"{'others': 0.98903, 'sad': 0.0108, 'angry': 0.0001, 'blur': 6e-05, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,798,132,650,-89
39.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,d8c31ded-5a18-4484-96d1-b4dc9fcbd1f7_0541000010960542,"{'angry': 0.68822, 'others': 0.30973, 'sad': 0.0019, 'happy': 0.00011, 'blur': 3e-05, 'object': 1e-05}",angry,20200203_2_213002.047_220001.556.mp4,,1096,541,542,-75
40.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,3e96af3c-2f1f-4508-a5df-adc6c3ed7163_0356011009110665,"{'sad': 0.99999, 'others': 0.0, 'object': 0.0, 'angry': 0.0, 'happy': 0.0, 'blur': 0.0}",sad,20200203_2_213002.047_220001.556.mp4,,911,356,665,110
41.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
42.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
43.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,2ace2d8f-76ba-442e-9230-0b4dd1c2bb92_0479004910340603,"{'sad': 0.99956, 'others': 0.00022, 'object': 8e-05, 'angry': 7e-05, 'happy': 5e-05, 'blur': 2e-05}",sad,20200203_2_213002.047_220001.556.mp4,,1034,479,603,49
44.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,0c152a08-7a5d-4a5a-abbc-2e94ef8c8cbf_0295004908490603,"{'sad': 0.99964, 'others': 0.00024, 'object': 5e-05, 'angry': 4e-05, 'happy': 2e-05, 'blur': 2e-05}",sad,20200203_2_213002.047_220001.556.mp4,,849,295,603,49
45.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
46.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
47.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
48.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
49.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
50.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,3de7dbdf-da99-48f6-a3ef-68c01c4287b5_0502004009640502,"{'sad': 0.98036, 'others': 0.00893, 'object': 0.00456, 'angry': 0.0022, 'happy': 0.00216, 'blur': 0.00178}",sad,20200203_2_213002.047_220001.556.mp4,,964,502,502,40
51.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,a58246f0-4250-4ad0-bfae-e5516f5b6037_0502004009640502,"{'others': 0.99976, 'angry': 0.00022, 'sad': 2e-05, 'blur': 0.0, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,964,502,502,40
52.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,9a2d16ff-eba6-47e1-b29b-7d44e22c073f_0502004009640502,"{'others': 0.99925, 'angry': 0.00057, 'sad': 0.00016, 'blur': 2e-05, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,964,502,502,40
53.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,3db469d6-d7a0-4925-a3b7-15fc561254e8_0502004009640502,"{'others': 0.90397, 'angry': 0.09194, 'sad': 0.00396, 'happy': 7e-05, 'blur': 5e-05, 'object': 1e-05}",others,20200203_2_213002.047_220001.556.mp4,,964,502,502,40
54.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,d1a7d3d8-3ed1-41ab-9472-eb11c52cf7fa_0479004910340603,"{'sad': 0.99999, 'others': 0.0, 'angry': 0.0, 'object': 0.0, 'happy': 0.0, 'blur': 0.0}",sad,20200203_2_213002.047_220001.556.mp4,,1034,479,603,49
55.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,552e512e-ba22-4f38-abe0-2ba01e2ba259_0479004910340603,"{'sad': 1.0, 'others': 0.0, 'angry': 0.0, 'object': 0.0, 'happy': 0.0, 'blur': 0.0}",sad,20200203_2_213002.047_220001.556.mp4,,1034,479,603,49
56.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,72bfd1c8-f58c-4bd3-8153-39527eae59fa_0399009208610554,"{'others': 0.9975, 'angry': 0.00249, 'sad': 1e-05, 'blur': 0.0, 'happy': 0.0, 'object': 0.0}",others,20200203_2_213002.047_220001.556.mp4,,861,399,554,92
57.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,7d5dfa95-898a-421b-ae23-b5d5f36b39d2_0399004008610502,"{'angry': 0.82982, 'others': 0.12546, 'sad': 0.04327, 'happy': 0.0007, 'blur': 0.0004, 'object': 0.00035}",angry,20200203_2_213002.047_220001.556.mp4,,861,399,502,40
58.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
59.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
60.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,90fca3a6-56b2-4015-b3a0-94e85d6b7c5b_0501015605630218,"{'blur': 0.99999, 'others': 0.0, 'object': 0.0, 'angry': 0.0, 'sad': 0.0, 'happy': 0.0}",blur,20200203_2_213002.047_220001.556.mp4,,563,501,218,156
61.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,1cac7cb4-6bee-4b9e-b2a1-3dd91c6e8e19_0501015605630218,"{'blur': 0.99985, 'object': 8e-05, 'others': 7e-05, 'angry': 0.0, 'sad': 0.0, 'happy': 0.0}",blur,20200203_2_213002.047_220001.556.mp4,,563,501,218,156
62.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,emotion,76a744ea-aeb0-431a-acc1-54ee6c1bf1ad_0501014905630211,"{'blur': 0.99905, 'object': 0.00093, 'others': 2e-05, 'angry': 0.0, 'sad': 0.0, 'happy': 0.0}",blur,20200203_2_213002.047_220001.556.mp4,,563,501,211,149
63.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
64.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
65.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
66.jpg,gs://b-ao-barc-vmd-hidden/77a5a611-d188-4c32-983c-d1ed0f2526c4/vmd/asset/master/video/00:00:00.000_00:10:03.904/b9b509a3-7bb1-413e-bc72-8ac70990a9c9.zip,,,{None: None},None,20200203_2_213002.047_220001.556.mp4,,,,,
